time (min), RI signal
8.57167,0.001
8.57333,0.003
8.575,0.002
8.57667,0.004
8.57833,0.003
8.58,0.002
8.58167,0.002
8.58333,0.001
8.585,0.001
8.58667,0.003
8.58833,0.001
8.59,0.001
8.59167,0.002
8.59333,0.002
8.595,0.001
8.59667,0.001
8.59833,0
8.6,-0.001
8.60167,-0.002
8.60333,-0.002
8.605,-0.003
8.60667,-0.001
8.60833,0
8.61,0
8.61167,0
8.61333,0.002
8.615,0.002
8.61667,0.001
8.61833,0
8.62,0
8.62167,0
8.62333,0
8.625,-0.002
8.62667,-0.002
8.62833,-0.001
8.63,-0.002
8.63167,-0.002
8.63333,-0.002
8.635,-0.005
8.63667,-0.005
8.63833,-0.005
8.64,-0.005
8.64167,-0.005
8.64333,-0.003
8.645,-0.004
8.64667,-0.003
8.64833,-0.004
8.65,-0.004
8.65167,-0.003
8.65333,-0.004
8.655,-0.005
8.65667,-0.006
8.65833,-0.006
8.66,-0.005
8.66167,-0.003
8.66333,-0.002
8.665,-0.002
8.66667,-0.003
8.66833,-0.003
8.67,-0.001
8.67167,-0.001
8.67333,-0.003
8.675,-0.003
8.67667,-0.002
8.67833,-0.001
8.68,-0.002
8.68167,-0.001
8.68333,-0.001
8.685,-0.002
8.68667,-0.002
8.68833,-0.002
8.69,0
8.69167,0
8.69333,0
8.695,0
8.69667,0
8.69833,0
8.7,0
8.70167,-0.001
8.70333,-0.001
8.705,-0.002
8.70667,-0.002
8.70833,-0.002
8.71,-0.001
8.71167,0
8.71333,0
8.715,-0.002
8.71667,-0.002
8.71833,-0.002
8.72,-0.002
8.72167,-0.001
8.72333,-0.001
8.725,-0.002
8.72667,-0.002
8.72833,-0.002
8.73,-0.001
8.73167,0
8.73333,-0.002
8.735,-0.001
8.73667,-0.002
8.73833,-0.002
8.74,-0.002
8.74167,-0.002
8.74333,-0.001
8.745,0
8.74667,-0.001
8.74833,-0.002
8.75,-0.002
8.75167,-0.002
8.75333,0
8.755,0.001
8.75667,0.002
8.75833,0.002
8.76,0.003
8.76167,0.003
8.76333,0.004
8.765,0.005
8.76667,0.005
8.76833,0.004
8.77,0.005
8.77167,0.004
8.77333,0.004
8.775,0.004
8.77667,0.002
8.77833,0
8.78,0
8.78167,-0.001
8.78333,-0.002
8.785,-0.005
8.78667,-0.004
8.78833,-0.003
8.79,-0.004
8.79167,-0.004
8.79333,-0.002
8.795,-0.003
8.79667,-0.001
8.79833,0
8.8,0
8.80167,0
8.80333,0
8.805,0
8.80667,0
8.80833,0
8.81,0.001
8.81167,0
8.81333,0
8.815,0
8.81667,0
8.81833,0
8.82,0
8.82167,0
8.82333,0
8.825,0
8.82667,0
8.82833,0
8.83,0
8.83167,0
8.83333,0
8.835,0
8.83667,0
8.83833,-0.002
8.84,-0.003
8.84167,-0.001
8.84333,-0.001
8.845,0
8.84667,0
8.84833,0
8.85,-0.002
8.85167,-0.002
8.85333,-0.001
8.855,-0.001
8.85667,-0.001
8.85833,-0.001
8.86,0
8.86167,0
8.86333,0
8.865,0
8.86667,0.001
8.86833,0
8.87,0
8.87167,0.001
8.87333,0.001
8.875,0.002
8.87667,0.001
8.87833,0.001
8.88,0
8.88167,0.001
8.88333,0.001
8.885,0.001
8.88667,0.002
8.88833,0.003
8.89,0.003
8.89167,0.002
8.89333,0.001
8.895,0
8.89667,0
8.89833,0
8.9,0
8.90167,0.001
8.90333,0
8.905,0.001
8.90667,0.001
8.90833,0.001
8.91,0
8.91167,0
8.91333,-0.002
8.915,-0.001
8.91667,0
8.91833,0
8.92,0
8.92167,0
8.92333,0.001
8.925,0.003
8.92667,0.002
8.92833,0.001
8.93,0.001
8.93167,0
8.93333,-0.001
8.935,-0.002
8.93667,-0.001
8.93833,0
8.94,0
8.94167,0
8.94333,0
8.945,0
8.94667,0
8.94833,0
8.95,0
8.95167,0
8.95333,-0.001
8.955,-0.001
8.95667,-0.001
8.95833,-0.001
8.96,0
8.96167,0.001
8.96333,0.001
8.965,0
8.96667,0.001
8.96833,0
8.97,0
8.97167,0.001
8.97333,0
8.975,0
8.97667,0
8.97833,0
8.98,0.001
8.98167,0.001
8.98333,0.001
8.985,0.001
8.98667,0
8.98833,-0.001
8.99,-0.002
8.99167,-0.001
8.99333,-0.001
8.995,-0.002
8.99667,-0.003
8.99833,-0.003
9,-0.002
9.00167,-0.001
9.00333,-0.002
9.005,-0.004
9.00667,-0.005
9.00833,-0.003
9.01,-0.003
9.01167,-0.004
9.01333,-0.004
9.015,-0.003
9.01667,-0.003
9.01833,-0.002
9.02,-0.004
9.02167,-0.003
9.02333,-0.001
9.025,-0.001
9.02667,-0.002
9.02833,-0.003
9.03,-0.003
9.03167,-0.002
9.03333,-0.001
9.035,-0.001
9.03667,0
9.03833,0.001
9.04,0.001
9.04167,0.001
9.04333,0.001
9.045,0
9.04667,0
9.04833,0
9.05,0.001
9.05167,0.001
9.05333,0.001
9.055,0.001
9.05667,0.001
9.05833,0.002
9.06,0.002
9.06167,0.001
9.06333,0
9.065,0
9.06667,0
9.06833,0
9.07,0
9.07167,0
9.07333,0
9.075,0.001
9.07667,0.001
9.07833,0
9.08,0
9.08167,0
9.08333,0.001
9.085,0
9.08667,0
9.08833,0
9.09,0
9.09167,0
9.09333,0
9.095,-0.002
9.09667,-0.002
9.09833,-0.001
9.1,-0.001
9.10167,-0.002
9.10333,-0.002
9.105,-0.003
9.10667,-0.003
9.10833,-0.002
9.11,-0.002
9.11167,-0.001
9.11333,0
9.115,0.001
9.11667,0.001
9.11833,0.001
9.12,0.001
9.12167,0
9.12333,0
9.125,-0.002
9.12667,-0.001
9.12833,-0.002
9.13,-0.003
9.13167,-0.002
9.13333,-0.001
9.135,-0.001
9.13667,-0.001
9.13833,0
9.14,-0.001
9.14167,-0.002
9.14333,-0.001
9.145,-0.001
9.14667,0
9.14833,0
9.15,0
9.15167,0
9.15333,0
9.155,0
9.15667,0
9.15833,0
9.16,0
9.16167,0
9.16333,0
9.165,-0.002
9.16667,-0.003
9.16833,0
9.17,0
9.17167,0
9.17333,-0.002
9.175,-0.003
9.17667,-0.002
9.17833,-0.001
9.18,0
9.18167,0
9.18333,0.002
9.185,0.003
9.18667,0.003
9.18833,0.002
9.19,0.001
9.19167,0.001
9.19333,0.002
9.195,0.001
9.19667,0.001
9.19833,0.001
9.2,0.001
9.20167,0
9.20333,0
9.205,-0.002
9.20667,-0.002
9.20833,-0.002
9.21,-0.001
9.21167,0
9.21333,0
9.215,0
9.21667,0
9.21833,0
9.22,0.001
9.22167,0
9.22333,0
9.225,0.001
9.22667,0.001
9.22833,0
9.23,0
9.23167,0
9.23333,0
9.235,-0.001
9.23667,-0.004
9.23833,-0.003
9.24,0
9.24167,0.003
9.24333,0.004
9.245,0.005
9.24667,0.005
9.24833,0.005
9.25,0.004
9.25167,0.006
9.25333,0.004
9.255,0.002
9.25667,0.001
9.25833,0.001
9.26,0.002
9.26167,0.001
9.26333,0.001
9.265,0.003
9.26667,0.005
9.26833,0.002
9.27,0.003
9.27167,0.002
9.27333,0.003
9.275,0.003
9.27667,0.002
9.27833,0.002
9.28,0.001
9.28167,0.002
9.28333,0.002
9.285,0.001
9.28667,0.003
9.28833,0.002
9.29,0.001
9.29167,0
9.29333,0.001
9.295,0.001
9.29667,-0.001
9.29833,-0.001
9.3,-0.001
9.30167,-0.001
9.30333,-0.002
9.305,-0.001
9.30667,-0.001
9.30833,0
9.31,-0.001
9.31167,-0.002
9.31333,0
9.315,0
9.31667,-0.001
9.31833,0
9.32,0
9.32167,-0.001
9.32333,-0.001
9.325,-0.002
9.32667,-0.002
9.32833,-0.002
9.33,-0.002
9.33167,-0.003
9.33333,-0.003
9.335,-0.001
9.33667,-0.002
9.33833,-0.002
9.34,-0.003
9.34167,-0.002
9.34333,-0.002
9.345,-0.001
9.34667,0
9.34833,0
9.35,0
9.35167,-0.001
9.35333,-0.001
9.355,0
9.35667,-0.001
9.35833,0
9.36,0.001
9.36167,0.004
9.36333,0.003
9.365,0.003
9.36667,0.001
9.36833,0
9.37,0
9.37167,0
9.37333,0
9.375,0
9.37667,0
9.37833,0
9.38,0
9.38167,0
9.38333,0
9.385,0
9.38667,-0.001
9.38833,-0.003
9.39,-0.003
9.39167,-0.002
9.39333,-0.002
9.395,-0.003
9.39667,-0.003
9.39833,-0.001
9.4,0.001
9.40167,0.001
9.40333,0
9.405,0.001
9.40667,0.001
9.40833,0
9.41,-0.002
9.41167,-0.004
9.41333,-0.003
9.415,-0.003
9.41667,-0.003
9.41833,-0.004
9.42,-0.004
9.42167,-0.004
9.42333,-0.002
9.425,-0.002
9.42667,-0.001
9.42833,-0.001
9.43,0
9.43167,0
9.43333,0
9.435,0
9.43667,0
9.43833,0.003
9.44,0.002
9.44167,0.001
9.44333,0
9.445,0
9.44667,0
9.44833,0
9.45,0
9.45167,0
9.45333,0.001
9.455,0
9.45667,0.001
9.45833,0.002
9.46,0.002
9.46167,0.002
9.46333,0.001
9.465,0
9.46667,0
9.46833,0.002
9.47,0.002
9.47167,0
9.47333,0
9.475,0
9.47667,-0.001
9.47833,-0.001
9.48,-0.002
9.48167,-0.003
9.48333,-0.003
9.485,-0.004
9.48667,-0.002
9.48833,0
9.49,0
9.49167,0
9.49333,-0.001
9.495,0
9.49667,0.001
9.49833,0.003
9.5,0.002
9.50167,0.003
9.50333,0.002
9.505,0.003
9.50667,0.003
9.50833,0.001
9.51,0
9.51167,0
9.51333,-0.001
9.515,-0.002
9.51667,-0.003
9.51833,-0.002
9.52,-0.003
9.52167,-0.003
9.52333,-0.001
9.525,0
9.52667,-0.001
9.52833,-0.001
9.53,-0.001
9.53167,0
9.53333,0
9.535,0.001
9.53667,0.001
9.53833,0.001
9.54,0
9.54167,0
9.54333,0
9.545,0
9.54667,0
9.54833,0
9.55,-0.001
9.55167,-0.001
9.55333,0
9.555,0
9.55667,0
9.55833,-0.001
9.56,0
9.56167,0
9.56333,0
9.565,0
9.56667,-0.001
9.56833,0
9.57,0.002
9.57167,0
9.57333,0
9.575,-0.001
9.57667,0
9.57833,-0.001
9.58,0
9.58167,0
9.58333,-0.002
9.585,-0.003
9.58667,-0.003
9.58833,-0.003
9.59,-0.002
9.59167,0
9.59333,0
9.595,0
9.59667,-0.001
9.59833,0
9.6,0
9.60167,0
9.60333,0
9.605,0.001
9.60667,0.005
9.60833,0.007
9.61,0.006
9.61167,0.005
9.61333,0.005
9.615,0.006
9.61667,0.005
9.61833,0.004
9.62,0.003
9.62167,0.002
9.62333,0.004
9.625,0.004
9.62667,0.001
9.62833,0
9.63,-0.001
9.63167,0
9.63333,0
9.635,0.002
9.63667,0.002
9.63833,0.001
9.64,0
9.64167,0
9.64333,0
9.645,0
9.64667,-0.001
9.64833,-0.002
9.65,0
9.65167,-0.001
9.65333,-0.001
9.655,-0.001
9.65667,0
9.65833,0
9.66,0
9.66167,0
9.66333,0.001
9.665,0
9.66667,0.001
9.66833,0
9.67,0
9.67167,0
9.67333,-0.001
9.675,-0.001
9.67667,-0.001
9.67833,0
9.68,0.001
9.68167,0.001
9.68333,0
9.685,0.001
9.68667,0.001
9.68833,0.001
9.69,0.001
9.69167,0.001
9.69333,0.003
9.695,0.002
9.69667,0.001
9.69833,0
9.7,0.001
9.70167,0.001
9.70333,0
9.705,0.001
9.70667,0.003
9.70833,0.004
9.71,0.003
9.71167,0.003
9.71333,0.004
9.715,0.004
9.71667,0.004
9.71833,0.005
9.72,0.006
9.72167,0.004
9.72333,0.003
9.725,0.001
9.72667,0
9.72833,0
9.73,0.003
9.73167,0.002
9.73333,0.002
9.735,0.001
9.73667,0.001
9.73833,0.002
9.74,0.001
9.74167,0.001
9.74333,0.001
9.745,0
9.74667,0.001
9.74833,0.003
9.75,0.003
9.75167,0.002
9.75333,0.001
9.755,0.003
9.75667,0.003
9.75833,0.001
9.76,0.001
9.76167,0
9.76333,-0.001
9.765,0
9.76667,0
9.76833,0
9.77,0.003
9.77167,0.005
9.77333,0.005
9.775,0.004
9.77667,0.006
9.77833,0.005
9.78,0.003
9.78167,0.001
9.78333,0
9.785,0.001
9.78667,0.002
9.78833,0.001
9.79,0.001
9.79167,0
9.79333,0
9.795,0
9.79667,0
9.79833,0
9.8,0.002
9.80167,0.001
9.80333,0
9.805,0
9.80667,0
9.80833,0.001
9.81,0.001
9.81167,0
9.81333,0
9.815,0.001
9.81667,0.001
9.81833,0
9.82,0
9.82167,0
9.82333,0
9.825,0
9.82667,0
9.82833,0
9.83,0.001
9.83167,0
9.83333,0
9.835,-0.001
9.83667,0
9.83833,0
9.84,0
9.84167,0
9.84333,-0.001
9.845,0
9.84667,-0.001
9.84833,-0.001
9.85,0
9.85167,0
9.85333,0
9.855,0
9.85667,-0.001
9.85833,0
9.86,0
9.86167,0.001
9.86333,0.001
9.865,0.003
9.86667,0.003
9.86833,0.002
9.87,0.001
9.87167,0.003
9.87333,0.004
9.875,0.003
9.87667,0.001
9.87833,0.002
9.88,0.002
9.88167,0.001
9.88333,0.001
9.885,0.002
9.88667,0.003
9.88833,0.003
9.89,0.004
9.89167,0.004
9.89333,0.004
9.895,0.003
9.89667,0.003
9.89833,0.001
9.9,0
9.90167,0
9.90333,-0.001
9.905,0
9.90667,0
9.90833,0
9.91,0.001
9.91167,0.002
9.91333,0.002
9.915,0.002
9.91667,0.002
9.91833,0.002
9.92,0.001
9.92167,0.002
9.92333,0.003
9.925,0.004
9.92667,0.004
9.92833,0.003
9.93,0.003
9.93167,0.003
9.93333,0.003
9.935,0
9.93667,0
9.93833,0
9.94,0
9.94167,-0.001
9.94333,-0.001
9.945,0
9.94667,0
9.94833,0
9.95,0.001
9.95167,0.001
9.95333,0.002
9.955,0.001
9.95667,0
9.95833,0.001
9.96,0.001
9.96167,0.003
9.96333,0.002
9.965,0.003
9.96667,0.005
9.96833,0.005
9.97,0.004
9.97167,0.004
9.97333,0.004
9.975,0.004
9.97667,0.005
9.97833,0.004
9.98,0.004
9.98167,0.003
9.98333,0.003
9.985,0.003
9.98667,0.002
9.98833,0.002
9.99,0.003
9.99167,0.004
9.99333,0.007
9.995,0.007
9.99667,0.007
9.99833,0.006
10,0.006
10.00167,0.004
10.00333,0.003
10.005,0.004
10.00667,0.004
10.00833,0.004
10.01,0.004
10.01167,0.004
10.01333,0.004
10.015,0.004
10.01667,0.004
10.01833,0.002
10.02,0.003
10.02167,0.002
10.02333,0.003
10.025,0.005
10.02667,0.006
10.02833,0.007
10.03,0.005
10.03167,0.005
10.03333,0.005
10.035,0.005
10.03667,0.005
10.03833,0.005
10.04,0.005
10.04167,0.006
10.04333,0.003
10.045,0.001
10.04667,0
10.04833,0.001
10.05,0.001
10.05167,0.003
10.05333,0.003
10.055,0.004
10.05667,0.004
10.05833,0.004
10.06,0.005
10.06167,0.005
10.06333,0.007
10.065,0.006
10.06667,0.005
10.06833,0.007
10.07,0.004
10.07167,0.004
10.07333,0.004
10.075,0.005
10.07667,0.005
10.07833,0.005
10.08,0.003
10.08167,0.002
10.08333,0.002
10.085,0.001
10.08667,0.002
10.08833,0.003
10.09,0.005
10.09167,0.005
10.09333,0.007
10.095,0.008
10.09667,0.009
10.09833,0.008
10.1,0.008
10.10167,0.007
10.10333,0.005
10.105,0.006
10.10667,0.006
10.10833,0.006
10.11,0.007
10.11167,0.007
10.11333,0.008
10.115,0.008
10.11667,0.008
10.11833,0.006
10.12,0.005
10.12167,0.004
10.12333,0.004
10.125,0.004
10.12667,0.005
10.12833,0.006
10.13,0.006
10.13167,0.006
10.13333,0.006
10.135,0.007
10.13667,0.007
10.13833,0.008
10.14,0.008
10.14167,0.007
10.14333,0.008
10.145,0.008
10.14667,0.01
10.14833,0.011
10.15,0.011
10.15167,0.012
10.15333,0.011
10.155,0.009
10.15667,0.008
10.15833,0.009
10.16,0.008
10.16167,0.009
10.16333,0.009
10.165,0.01
10.16667,0.009
10.16833,0.009
10.17,0.01
10.17167,0.01
10.17333,0.01
10.175,0.01
10.17667,0.009
10.17833,0.011
10.18,0.012
10.18167,0.013
10.18333,0.014
10.185,0.014
10.18667,0.014
10.18833,0.012
10.19,0.011
10.19167,0.01
10.19333,0.008
10.195,0.007
10.19667,0.008
10.19833,0.009
10.2,0.01
10.20167,0.013
10.20333,0.012
10.205,0.014
10.20667,0.012
10.20833,0.011
10.21,0.01
10.21167,0.01
10.21333,0.01
10.215,0.01
10.21667,0.009
10.21833,0.01
10.22,0.011
10.22167,0.011
10.22333,0.012
10.225,0.014
10.22667,0.013
10.22833,0.014
10.23,0.014
10.23167,0.014
10.23333,0.014
10.235,0.015
10.23667,0.017
10.23833,0.018
10.24,0.018
10.24167,0.017
10.24333,0.017
10.245,0.017
10.24667,0.016
10.24833,0.017
10.25,0.018
10.25167,0.018
10.25333,0.018
10.255,0.018
10.25667,0.017
10.25833,0.018
10.26,0.017
10.26167,0.018
10.26333,0.021
10.265,0.021
10.26667,0.022
10.26833,0.023
10.27,0.023
10.27167,0.023
10.27333,0.024
10.275,0.024
10.27667,0.023
10.27833,0.023
10.28,0.023
10.28167,0.025
10.28333,0.025
10.285,0.024
10.28667,0.024
10.28833,0.023
10.29,0.023
10.29167,0.021
10.29333,0.022
10.295,0.02
10.29667,0.022
10.29833,0.024
10.3,0.024
10.30167,0.025
10.30333,0.024
10.305,0.024
10.30667,0.023
10.30833,0.021
10.31,0.02
10.31167,0.021
10.31333,0.023
10.315,0.025
10.31667,0.027
10.31833,0.027
10.32,0.027
10.32167,0.03
10.32333,0.031
10.325,0.031
10.32667,0.031
10.32833,0.031
10.33,0.033
10.33167,0.035
10.33333,0.036
10.335,0.034
10.33667,0.033
10.33833,0.032
10.34,0.036
10.34167,0.038
10.34333,0.038
10.345,0.038
10.34667,0.038
10.34833,0.039
10.35,0.039
10.35167,0.042
10.35333,0.043
10.355,0.042
10.35667,0.041
10.35833,0.041
10.36,0.04
10.36167,0.04
10.36333,0.04
10.365,0.04
10.36667,0.041
10.36833,0.039
10.37,0.04
10.37167,0.041
10.37333,0.043
10.375,0.043
10.37667,0.045
10.37833,0.046
10.38,0.048
10.38167,0.048
10.38333,0.05
10.385,0.05
10.38667,0.049
10.38833,0.049
10.39,0.049
10.39167,0.051
10.39333,0.052
10.395,0.052
10.39667,0.052
10.39833,0.052
10.4,0.053
10.40167,0.053
10.40333,0.052
10.405,0.052
10.40667,0.052
10.40833,0.054
10.41,0.056
10.41167,0.055
10.41333,0.055
10.415,0.056
10.41667,0.055
10.41833,0.055
10.42,0.055
10.42167,0.055
10.42333,0.058
10.425,0.06
10.42667,0.06
10.42833,0.061
10.43,0.063
10.43167,0.063
10.43333,0.063
10.435,0.063
10.43667,0.063
10.43833,0.064
10.44,0.065
10.44167,0.066
10.44333,0.068
10.445,0.069
10.44667,0.069
10.44833,0.071
10.45,0.073
10.45167,0.077
10.45333,0.077
10.455,0.077
10.45667,0.077
10.45833,0.075
10.46,0.076
10.46167,0.076
10.46333,0.077
10.465,0.078
10.46667,0.078
10.46833,0.081
10.47,0.083
10.47167,0.083
10.47333,0.083
10.475,0.083
10.47667,0.086
10.47833,0.086
10.48,0.087
10.48167,0.089
10.48333,0.09
10.485,0.093
10.48667,0.093
10.48833,0.095
10.49,0.097
10.49167,0.098
10.49333,0.099
10.495,0.101
10.49667,0.102
10.49833,0.102
10.5,0.101
10.50167,0.102
10.50333,0.104
10.505,0.105
10.50667,0.105
10.50833,0.107
10.51,0.107
10.51167,0.108
10.51333,0.111
10.515,0.113
10.51667,0.114
10.51833,0.117
10.52,0.117
10.52167,0.119
10.52333,0.12
10.525,0.122
10.52667,0.124
10.52833,0.124
10.53,0.124
10.53167,0.127
10.53333,0.129
10.535,0.131
10.53667,0.131
10.53833,0.132
10.54,0.134
10.54167,0.138
10.54333,0.142
10.545,0.143
10.54667,0.145
10.54833,0.146
10.55,0.147
10.55167,0.146
10.55333,0.148
10.555,0.149
10.55667,0.152
10.55833,0.154
10.56,0.156
10.56167,0.159
10.56333,0.16
10.565,0.162
10.56667,0.165
10.56833,0.168
10.57,0.17
10.57167,0.172
10.57333,0.172
10.575,0.177
10.57667,0.181
10.57833,0.182
10.58,0.184
10.58167,0.187
10.58333,0.187
10.585,0.19
10.58667,0.191
10.58833,0.193
10.59,0.197
10.59167,0.198
10.59333,0.201
10.595,0.205
10.59667,0.21
10.59833,0.213
10.6,0.217
10.60167,0.222
10.60333,0.226
10.605,0.228
10.60667,0.23
10.60833,0.235
10.61,0.24
10.61167,0.243
10.61333,0.248
10.615,0.252
10.61667,0.254
10.61833,0.26
10.62,0.263
10.62167,0.267
10.62333,0.273
10.625,0.278
10.62667,0.284
10.62833,0.289
10.63,0.295
10.63167,0.302
10.63333,0.305
10.635,0.311
10.63667,0.316
10.63833,0.32
10.64,0.324
10.64167,0.329
10.64333,0.337
10.645,0.342
10.64667,0.347
10.64833,0.352
10.65,0.355
10.65167,0.364
10.65333,0.369
10.655,0.377
10.65667,0.384
10.65833,0.388
10.66,0.395
10.66167,0.403
10.66333,0.413
10.665,0.422
10.66667,0.429
10.66833,0.44
10.67,0.449
10.67167,0.455
10.67333,0.461
10.675,0.466
10.67667,0.481
10.67833,0.489
10.68,0.499
10.68167,0.506
10.68333,0.514
10.685,0.526
10.68667,0.534
10.68833,0.544
10.69,0.554
10.69167,0.561
10.69333,0.575
10.695,0.585
10.69667,0.596
10.69833,0.607
10.7,0.615
10.70167,0.627
10.70333,0.639
10.705,0.651
10.70667,0.661
10.70833,0.671
10.71,0.688
10.71167,0.7
10.71333,0.713
10.715,0.727
10.71667,0.736
10.71833,0.75
10.72,0.763
10.72167,0.776
10.72333,0.789
10.725,0.801
10.72667,0.818
10.72833,0.832
10.73,0.847
10.73167,0.863
10.73333,0.873
10.735,0.894
10.73667,0.91
10.73833,0.927
10.74,0.943
10.74167,0.955
10.74333,0.977
10.745,0.994
10.74667,1.009
10.74833,1.025
10.75,1.035
10.75167,1.056
10.75333,1.075
10.755,1.093
10.75667,1.112
10.75833,1.125
10.76,1.148
10.76167,1.169
10.76333,1.189
10.765,1.208
10.76667,1.224
10.76833,1.25
10.77,1.272
10.77167,1.292
10.77333,1.315
10.775,1.333
10.77667,1.358
10.77833,1.38
10.78,1.401
10.78167,1.422
10.78333,1.437
10.785,1.466
10.78667,1.489
10.78833,1.511
10.79,1.533
10.79167,1.55
10.79333,1.578
10.795,1.602
10.79667,1.627
10.79833,1.651
10.8,1.671
10.80167,1.701
10.80333,1.725
10.805,1.75
10.80667,1.775
10.80833,1.795
10.81,1.826
10.81167,1.852
10.81333,1.877
10.815,1.903
10.81667,1.924
10.81833,1.954
10.82,1.98
10.82167,2.008
10.82333,2.035
10.825,2.058
10.82667,2.093
10.82833,2.12
10.83,2.147
10.83167,2.175
10.83333,2.197
10.835,2.23
10.83667,2.257
10.83833,2.286
10.84,2.315
10.84167,2.339
10.84333,2.374
10.845,2.403
10.84667,2.43
10.84833,2.457
10.85,2.477
10.85167,2.516
10.85333,2.545
10.855,2.575
10.85667,2.603
10.85833,2.622
10.86,2.659
10.86167,2.691
10.86333,2.721
10.865,2.75
10.86667,2.773
10.86833,2.81
10.87,2.841
10.87167,2.872
10.87333,2.902
10.875,2.922
10.87667,2.963
10.87833,2.992
10.88,3.023
10.88167,3.054
10.88333,3.075
10.885,3.116
10.88667,3.148
10.88833,3.177
10.89,3.208
10.89167,3.231
10.89333,3.269
10.895,3.3
10.89667,3.332
10.89833,3.365
10.9,3.387
10.90167,3.425
10.90333,3.456
10.905,3.486
10.90667,3.516
10.90833,3.538
10.91,3.576
10.91167,3.604
10.91333,3.634
10.915,3.663
10.91667,3.683
10.91833,3.723
10.92,3.751
10.92167,3.781
10.92333,3.812
10.925,3.835
10.92667,3.869
10.92833,3.897
10.93,3.925
10.93167,3.954
10.93333,3.974
10.935,4.011
10.93667,4.037
10.93833,4.067
10.94,4.096
10.94167,4.115
10.94333,4.151
10.945,4.178
10.94667,4.205
10.94833,4.232
10.95,4.252
10.95167,4.284
10.95333,4.311
10.955,4.336
10.95667,4.362
10.95833,4.379
10.96,4.412
10.96167,4.438
10.96333,4.463
10.965,4.487
10.96667,4.504
10.96833,4.535
10.97,4.559
10.97167,4.583
10.97333,4.606
10.975,4.621
10.97667,4.65
10.97833,4.671
10.98,4.693
10.98167,4.716
10.98333,4.733
10.985,4.757
10.98667,4.78
10.98833,4.8
10.99,4.822
10.99167,4.835
10.99333,4.858
10.995,4.878
10.99667,4.897
10.99833,4.913
11,4.925
11.00167,4.945
11.00333,4.965
11.005,4.983
11.00667,4.998
11.00833,5.008
11.01,5.029
11.01167,5.045
11.01333,5.062
11.015,5.078
11.01667,5.088
11.01833,5.105
11.02,5.118
11.02167,5.132
11.02333,5.145
11.025,5.155
11.02667,5.171
11.02833,5.183
11.03,5.196
11.03167,5.208
11.03333,5.217
11.035,5.23
11.03667,5.239
11.03833,5.247
11.04,5.257
11.04167,5.266
11.04333,5.274
11.045,5.282
11.04667,5.289
11.04833,5.296
11.05,5.299
11.05167,5.308
11.05333,5.314
11.055,5.32
11.05667,5.324
11.05833,5.329
11.06,5.335
11.06167,5.339
11.06333,5.344
11.065,5.347
11.06667,5.349
11.06833,5.351
11.07,5.354
11.07167,5.356
11.07333,5.359
11.075,5.359
11.07667,5.361
11.07833,5.361
11.08,5.363
11.08167,5.364
11.08333,5.364
11.085,5.361
11.08667,5.359
11.08833,5.359
11.09,5.357
11.09167,5.356
11.09333,5.354
11.095,5.351
11.09667,5.349
11.09833,5.345
11.1,5.342
11.10167,5.337
11.10333,5.332
11.105,5.326
11.10667,5.32
11.10833,5.314
11.11,5.309
11.11167,5.302
11.11333,5.295
11.115,5.289
11.11667,5.283
11.11833,5.273
11.12,5.263
11.12167,5.256
11.12333,5.248
11.125,5.242
11.12667,5.234
11.12833,5.224
11.13,5.215
11.13167,5.206
11.13333,5.197
11.135,5.184
11.13667,5.173
11.13833,5.161
11.14,5.148
11.14167,5.138
11.14333,5.124
11.145,5.112
11.14667,5.102
11.14833,5.089
11.15,5.078
11.15167,5.063
11.15333,5.049
11.155,5.035
11.15667,5.022
11.15833,5.011
11.16,4.995
11.16167,4.982
11.16333,4.967
11.165,4.951
11.16667,4.939
11.16833,4.92
11.17,4.904
11.17167,4.886
11.17333,4.872
11.175,4.86
11.17667,4.842
11.17833,4.826
11.18,4.81
11.18167,4.794
11.18333,4.78
11.185,4.758
11.18667,4.74
11.18833,4.722
11.19,4.705
11.19167,4.692
11.19333,4.671
11.195,4.654
11.19667,4.636
11.19833,4.618
11.2,4.605
11.20167,4.582
11.20333,4.562
11.205,4.545
11.20667,4.526
11.20833,4.51
11.21,4.489
11.21167,4.469
11.21333,4.449
11.215,4.43
11.21667,4.415
11.21833,4.392
11.22,4.372
11.22167,4.352
11.22333,4.332
11.225,4.315
11.22667,4.292
11.22833,4.272
11.23,4.253
11.23167,4.234
11.23333,4.218
11.235,4.192
11.23667,4.172
11.23833,4.152
11.24,4.131
11.24167,4.115
11.24333,4.09
11.245,4.07
11.24667,4.049
11.24833,4.028
11.25,4.014
11.25167,3.991
11.25333,3.97
11.255,3.95
11.25667,3.928
11.25833,3.91
11.26,3.886
11.26167,3.863
11.26333,3.842
11.265,3.821
11.26667,3.804
11.26833,3.779
11.27,3.758
11.27167,3.737
11.27333,3.715
11.275,3.697
11.27667,3.671
11.27833,3.649
11.28,3.628
11.28167,3.61
11.28333,3.595
11.285,3.573
11.28667,3.551
11.28833,3.529
11.29,3.509
11.29167,3.495
11.29333,3.467
11.295,3.447
11.29667,3.425
11.29833,3.403
11.3,3.387
11.30167,3.364
11.30333,3.344
11.305,3.324
11.30667,3.303
11.30833,3.287
11.31,3.262
11.31167,3.244
11.31333,3.225
11.315,3.208
11.31667,3.191
11.31833,3.168
11.32,3.148
11.32167,3.128
