time (min), RI signal
14.015,0.491
14.01667,0.494
14.01833,0.498
14.02,0.502
14.02167,0.505
14.02333,0.509
14.025,0.511
14.02667,0.512
14.02833,0.517
14.03,0.519
14.03167,0.523
14.03333,0.527
14.035,0.53
14.03667,0.532
14.03833,0.533
14.04,0.536
14.04167,0.539
14.04333,0.545
14.045,0.547
14.04667,0.549
14.04833,0.552
14.05,0.555
14.05167,0.562
14.05333,0.566
14.055,0.568
14.05667,0.571
14.05833,0.574
14.06,0.578
14.06167,0.581
14.06333,0.584
14.065,0.586
14.06667,0.588
14.06833,0.593
14.07,0.598
14.07167,0.601
14.07333,0.605
14.075,0.606
14.07667,0.609
14.07833,0.611
14.08,0.615
14.08167,0.619
14.08333,0.621
14.085,0.626
14.08667,0.627
14.08833,0.629
14.09,0.631
14.09167,0.632
14.09333,0.635
14.095,0.636
14.09667,0.639
14.09833,0.641
14.1,0.644
14.10167,0.645
14.10333,0.645
14.105,0.647
14.10667,0.648
14.10833,0.648
14.11,0.649
14.11167,0.651
14.11333,0.652
14.115,0.652
14.11667,0.654
14.11833,0.658
14.12,0.66
14.12167,0.661
14.12333,0.66
14.125,0.661
14.12667,0.661
14.12833,0.663
14.13,0.664
14.13167,0.665
14.13333,0.664
14.135,0.664
14.13667,0.667
14.13833,0.667
14.14,0.666
14.14167,0.668
14.14333,0.667
14.145,0.666
14.14667,0.665
14.14833,0.665
14.15,0.665
14.15167,0.666
14.15333,0.664
14.155,0.663
14.15667,0.662
14.15833,0.663
14.16,0.662
14.16167,0.66
14.16333,0.659
14.165,0.658
14.16667,0.657
14.16833,0.656
14.17,0.654
14.17167,0.653
14.17333,0.651
14.175,0.649
14.17667,0.646
14.17833,0.643
14.18,0.641
14.18167,0.638
14.18333,0.636
14.185,0.633
14.18667,0.629
14.18833,0.625
14.19,0.623
14.19167,0.622
14.19333,0.62
14.195,0.619
14.19667,0.616
14.19833,0.612
14.2,0.609
14.20167,0.606
14.20333,0.601
14.205,0.598
14.20667,0.594
14.20833,0.59
14.21,0.584
14.21167,0.581
14.21333,0.577
14.215,0.573
14.21667,0.569
14.21833,0.566
14.22,0.563
14.22167,0.558
14.22333,0.554
14.225,0.551
14.22667,0.546
14.22833,0.542
14.23,0.539
14.23167,0.536
14.23333,0.533
14.235,0.528
14.23667,0.525
14.23833,0.521
14.24,0.518
14.24167,0.515
14.24333,0.51
14.245,0.507
14.24667,0.504
14.24833,0.497
14.25,0.494
14.25167,0.486
14.25333,0.481
14.255,0.477
14.25667,0.475
14.25833,0.472
14.26,0.468
14.26167,0.465
14.26333,0.463
14.265,0.46
14.26667,0.456
14.26833,0.453
14.27,0.449
14.27167,0.447
14.27333,0.443
14.275,0.44
14.27667,0.436
14.27833,0.432
14.28,0.43
14.28167,0.427
14.28333,0.426
14.285,0.422
14.28667,0.419
14.28833,0.415
14.29,0.412
14.29167,0.409
14.29333,0.409
14.295,0.408
14.29667,0.404
14.29833,0.4
14.3,0.399
14.30167,0.4
14.30333,0.399
14.305,0.398
14.30667,0.394
14.30833,0.392
14.31,0.39
14.31167,0.388
14.31333,0.387
14.315,0.383
14.31667,0.381
14.31833,0.379
14.32,0.379
14.32167,0.377
14.32333,0.377
14.325,0.376
14.32667,0.375
14.32833,0.374
14.33,0.374
14.33167,0.374
14.33333,0.373
14.335,0.373
14.33667,0.374
14.33833,0.373
14.34,0.372
14.34167,0.372
14.34333,0.373
14.345,0.371
14.34667,0.371
14.34833,0.373
14.35,0.374
14.35167,0.376
14.35333,0.377
14.355,0.377
14.35667,0.38
14.35833,0.381
14.36,0.383
14.36167,0.384
14.36333,0.386
14.365,0.388
14.36667,0.389
14.36833,0.392
14.37,0.392
14.37167,0.395
14.37333,0.397
14.375,0.401
14.37667,0.406
14.37833,0.408
14.38,0.41
14.38167,0.413
14.38333,0.415
14.385,0.421
14.38667,0.424
14.38833,0.428
14.39,0.432
14.39167,0.434
14.39333,0.436
14.395,0.44
14.39667,0.446
14.39833,0.45
14.4,0.453
14.40167,0.46
14.40333,0.464
14.405,0.469
14.40667,0.473
14.40833,0.476
14.41,0.484
14.41167,0.491
14.41333,0.497
14.415,0.501
14.41667,0.507
14.41833,0.515
14.42,0.524
14.42167,0.532
14.42333,0.539
14.425,0.543
14.42667,0.551
14.42833,0.557
14.43,0.564
14.43167,0.571
14.43333,0.576
14.435,0.585
14.43667,0.591
14.43833,0.6
14.44,0.608
14.44167,0.615
14.44333,0.627
14.445,0.636
14.44667,0.645
14.44833,0.654
14.45,0.659
14.45167,0.671
14.45333,0.68
14.455,0.687
14.45667,0.695
14.45833,0.7
14.46,0.71
14.46167,0.718
14.46333,0.726
14.465,0.735
14.46667,0.741
14.46833,0.752
14.47,0.76
14.47167,0.769
14.47333,0.779
14.475,0.787
14.47667,0.799
14.47833,0.807
14.48,0.815
14.48167,0.826
14.48333,0.833
14.485,0.845
14.48667,0.855
14.48833,0.864
14.49,0.873
14.49167,0.88
14.49333,0.892
14.495,0.9
14.49667,0.908
14.49833,0.918
14.5,0.922
14.50167,0.935
14.50333,0.944
14.505,0.953
14.50667,0.963
14.50833,0.972
14.51,0.982
14.51167,0.989
14.51333,0.997
14.515,1.004
14.51667,1.009
14.51833,1.019
14.52,1.027
14.52167,1.034
14.52333,1.043
14.525,1.05
14.52667,1.06
14.52833,1.069
14.53,1.078
14.53167,1.086
14.53333,1.093
14.535,1.101
14.53667,1.108
14.53833,1.12
14.54,1.132
14.54167,1.138
14.54333,1.149
14.545,1.158
14.54667,1.167
14.54833,1.176
14.55,1.183
14.55167,1.196
14.55333,1.205
14.555,1.216
14.55667,1.225
14.55833,1.235
14.56,1.251
14.56167,1.265
14.56333,1.279
14.565,1.292
14.56667,1.303
14.56833,1.323
14.57,1.337
14.57167,1.349
14.57333,1.365
14.575,1.378
14.57667,1.398
14.57833,1.415
14.58,1.434
14.58167,1.451
14.58333,1.465
14.585,1.491
14.58667,1.511
14.58833,1.534
14.59,1.559
14.59167,1.576
14.59333,1.609
14.595,1.635
14.59667,1.664
14.59833,1.694
14.6,1.715
14.60167,1.757
14.60333,1.788
14.605,1.82
14.60667,1.857
14.60833,1.889
14.61,1.94
14.61167,1.983
14.61333,2.03
14.615,2.078
14.61667,2.113
14.61833,2.181
14.62,2.236
14.62167,2.294
14.62333,2.355
14.625,2.406
14.62667,2.484
14.62833,2.553
14.63,2.627
14.63167,2.705
14.63333,2.768
14.635,2.868
14.63667,2.956
14.63833,3.047
14.64,3.145
14.64167,3.225
14.64333,3.351
14.645,3.461
14.64667,3.575
14.64833,3.693
14.65,3.781
14.65167,3.95
14.65333,4.088
14.655,4.23
14.65667,4.379
14.65833,4.487
14.66,4.694
14.66167,4.862
14.66333,5.037
14.665,5.22
14.66667,5.373
14.66833,5.61
14.67,5.816
14.67167,6.031
14.67333,6.255
14.675,6.44
14.67667,6.728
14.67833,6.977
14.68,7.237
14.68167,7.506
14.68333,7.73
14.685,8.079
14.68667,8.383
14.68833,8.698
14.69,9.022
14.69167,9.291
14.69333,9.707
14.695,10.067
14.69667,10.441
14.69833,10.826
14.7,11.143
14.70167,11.639
14.70333,12.069
14.705,12.512
14.70667,12.969
14.70833,13.342
14.71,13.923
14.71167,14.423
14.71333,14.939
14.715,15.47
14.71667,15.851
14.71833,16.583
14.72,17.168
14.72167,17.768
14.72333,18.383
14.725,18.889
14.72667,19.666
14.72833,20.333
14.73,21.017
14.73167,21.722
14.73333,22.298
14.735,23.188
14.73667,23.95
14.73833,24.73
14.74,25.527
14.74167,26.177
14.74333,27.175
14.745,28.028
14.74667,28.899
14.74833,29.792
14.75,30.519
14.75167,31.635
14.75333,32.588
14.755,33.557
14.75667,34.543
14.75833,35.346
14.76,36.569
14.76167,37.606
14.76333,38.663
14.765,39.738
14.76667,40.613
14.76833,41.949
14.77,43.081
14.77167,44.225
14.77333,45.385
14.775,46.323
14.77667,47.746
14.77833,48.949
14.78,50.167
14.78167,51.401
14.78333,52.4
14.785,53.911
14.78667,55.185
14.78833,56.47
14.79,57.764
14.79167,58.805
14.79333,60.377
14.795,61.695
14.79667,63.021
14.79833,64.358
14.8,65.433
14.80167,67.051
14.80333,68.401
14.805,69.757
14.80667,71.11
14.80833,72.191
14.81,73.816
14.81167,75.168
14.81333,76.522
14.815,77.879
14.81667,78.961
14.81833,80.577
14.82,81.916
14.82167,83.248
14.82333,84.57
14.825,85.621
14.82667,87.185
14.82833,88.48
14.83,89.763
14.83167,91.034
14.83333,91.915
14.835,93.531
14.83667,94.756
14.83833,95.961
14.84,97.144
14.84167,98.077
14.84333,99.454
14.845,100.579
14.84667,101.682
14.84833,102.761
14.85,103.608
14.85167,104.847
14.85333,105.851
14.855,106.826
14.85667,107.771
14.85833,108.506
14.86,109.576
14.86167,110.435
14.86333,111.261
14.865,112.058
14.86667,112.671
14.86833,113.551
14.87,114.247
14.87167,114.907
14.87333,115.533
14.875,116.007
14.87667,116.678
14.87833,117.195
14.88,117.678
14.88167,118.127
14.88333,118.46
14.885,118.913
14.88667,119.248
14.88833,119.544
14.89,119.804
14.89167,119.965
14.89333,120.213
14.895,120.358
14.89667,120.468
14.89833,120.539
14.9,120.569
14.90167,120.57
14.90333,120.531
14.905,120.457
14.90667,120.345
14.90833,120.233
14.91,120.02
14.91167,119.801
14.91333,119.55
14.915,119.265
14.91667,119.015
14.91833,118.601
14.92,118.222
14.92167,117.812
14.92333,117.376
14.925,117.002
14.92667,116.407
14.92833,115.88
14.93,115.324
14.93167,114.743
14.93333,114.262
14.935,113.509
14.93667,112.856
14.93833,112.181
14.94,111.485
14.94167,110.913
14.94333,110.03
14.945,109.273
14.94667,108.496
14.94833,107.705
14.95,107.062
14.95167,106.079
14.95333,105.249
14.955,104.406
14.95667,103.552
14.95833,102.861
14.96,101.811
14.96167,100.923
14.96333,100.029
14.965,99.129
14.96667,98.406
14.96833,97.317
14.97,96.406
14.97167,95.494
14.97333,94.584
14.975,93.854
14.97667,92.76
14.97833,91.847
14.98,90.937
14.98167,90.032
14.98333,89.313
14.985,88.241
14.98667,87.355
14.98833,86.476
14.99,85.604
14.99167,84.911
14.99333,83.881
14.995,83.034
14.99667,82.199
14.99833,81.376
15,80.726
15.00167,79.769
15.00333,78.989
15.005,78.22
15.00667,77.465
15.00833,76.87
15.01,75.998
15.01167,75.289
15.01333,74.599
15.015,73.926
15.01667,73.401
15.01833,72.634
15.02,72.016
15.02167,71.417
15.02333,70.836
15.025,70.386
15.02667,69.733
15.02833,69.209
15.03,68.708
15.03167,68.225
15.03333,67.852
15.035,67.318
15.03667,66.896
15.03833,66.496
15.04,66.114
15.04167,65.822
15.04333,65.411
15.045,65.092
15.04667,64.793
15.04833,64.512
15.05,64.301
15.05167,64.01
15.05333,63.79
15.055,63.591
15.05667,63.408
15.05833,63.276
15.06,63.099
15.06167,62.971
15.06333,62.864
15.065,62.773
15.06667,62.714
15.06833,62.648
15.07,62.613
15.07167,62.592
15.07333,62.589
15.075,62.597
15.07667,62.628
15.07833,62.67
15.08,62.726
15.08167,62.798
15.08333,62.865
15.085,62.98
15.08667,63.093
15.08833,63.216
15.09,63.35
15.09167,63.465
15.09333,63.653
15.095,63.818
15.09667,63.994
15.09833,64.178
15.1,64.332
15.10167,64.573
15.10333,64.783
15.105,65.002
15.10667,65.225
15.10833,65.409
15.11,65.692
15.11167,65.931
15.11333,66.175
15.115,66.422
15.11667,66.597
15.11833,66.925
15.12,67.179
15.12167,67.436
15.12333,67.693
15.125,67.899
15.12667,68.207
15.12833,68.464
15.13,68.718
15.13167,68.971
15.13333,69.147
15.135,69.47
15.13667,69.716
15.13833,69.957
15.14,70.195
15.14167,70.384
15.14333,70.662
15.145,70.885
15.14667,71.104
15.14833,71.315
15.15,71.476
15.15167,71.715
15.15333,71.905
15.155,72.087
15.15667,72.259
15.15833,72.39
15.16,72.576
15.16167,72.72
15.16333,72.855
15.165,72.98
15.16667,73.063
15.16833,73.202
15.17,73.297
15.17167,73.378
15.17333,73.449
15.175,73.499
15.17667,73.558
15.17833,73.592
15.18,73.614
15.18167,73.624
15.18333,73.623
15.185,73.608
15.18667,73.581
15.18833,73.542
15.19,73.489
15.19167,73.436
15.19333,73.341
15.195,73.245
15.19667,73.136
15.19833,73.014
15.2,72.906
15.20167,72.73
15.20333,72.571
15.205,72.395
15.20667,72.206
15.20833,72.045
15.21,71.789
15.21167,71.561
15.21333,71.322
15.215,71.067
15.21667,70.881
15.21833,70.518
15.22,70.223
15.22167,69.918
15.22333,69.601
15.225,69.336
15.22667,68.927
15.22833,68.573
15.23,68.207
15.23167,67.83
15.23333,67.558
15.235,67.039
15.23667,66.626
15.23833,66.202
15.24,65.769
15.24167,65.461
15.24333,64.874
15.245,64.413
15.24667,63.943
15.24833,63.464
15.25,63.072
15.25167,62.473
15.25333,61.963
15.255,61.446
15.25667,60.92
15.25833,60.494
15.26,59.849
15.26167,59.305
15.26333,58.754
15.265,58.194
15.26667,57.743
15.26833,57.058
15.27,56.48
15.27167,55.898
15.27333,55.311
15.275,54.839
15.27667,54.128
15.27833,53.531
15.28,52.931
15.28167,52.325
15.28333,51.838
15.285,51.104
15.28667,50.487
15.28833,49.868
15.29,49.248
15.29167,48.815
15.29333,48.011
15.295,47.393
15.29667,46.772
15.29833,46.15
15.3,45.651
15.30167,44.902
15.30333,44.28
15.305,43.66
15.30667,43.039
15.30833,42.543
15.31,41.801
15.31167,41.184
15.31333,40.571
15.315,39.959
15.31667,39.47
15.31833,38.739
15.32,38.131
15.32167,37.53
15.32333,36.933
15.325,36.516
15.32667,35.746
15.32833,35.158
15.33,34.574
15.33167,33.992
15.33333,33.528
15.335,32.841
15.33667,32.275
15.33833,31.713
15.34,31.154
15.34167,30.712
15.34333,30.055
15.345,29.512
15.34667,28.975
15.34833,28.445
15.35,28.025
15.35167,27.397
15.35333,26.88
15.355,26.372
15.35667,25.869
15.35833,25.52
15.36,24.881
15.36167,24.397
15.36333,23.917
15.365,23.441
15.36667,23.065
15.36833,22.51
15.37,22.055
15.37167,21.607
15.37333,21.167
15.375,20.819
15.37667,20.305
15.37833,19.883
15.38,19.466
15.38167,19.056
15.38333,18.733
15.385,18.257
15.38667,17.864
15.38833,17.48
15.39,17.103
15.39167,16.808
15.39333,16.368
15.395,16.01
15.39667,15.659
15.39833,15.311
15.4,15.036
15.40167,14.635
15.40333,14.309
15.405,13.989
15.40667,13.675
15.40833,13.426
15.41,13.063
15.41167,12.767
15.41333,12.475
15.415,12.189
15.41667,11.993
15.41833,11.635
15.42,11.367
15.42167,11.103
15.42333,10.847
15.425,10.645
15.42667,10.35
15.42833,10.107
15.43,9.872
15.43167,9.639
15.43333,9.479
15.435,9.191
15.43667,8.976
15.43833,8.765
15.44,8.558
15.44167,8.396
15.44333,8.158
15.445,7.964
15.44667,7.777
15.44833,7.592
15.45,7.465
15.45167,7.237
15.45333,7.068
15.455,6.901
15.45667,6.741
15.45833,6.614
15.46,6.425
15.46167,6.271
15.46333,6.124
15.465,5.978
15.46667,5.879
15.46833,5.7
15.47,5.568
15.47167,5.436
15.47333,5.308
15.475,5.211
15.47667,5.065
15.47833,4.947
15.48,4.833
15.48167,4.72
15.48333,4.634
15.485,4.506
15.48667,4.403
15.48833,4.301
15.49,4.204
15.49167,4.126
15.49333,4.015
15.495,3.925
15.49667,3.838
15.49833,3.751
15.5,3.683
15.50167,3.585
15.50333,3.506
15.505,3.427
15.50667,3.35
15.50833,3.292
15.51,3.205
15.51167,3.135
15.51333,3.067
15.515,3.003
15.51667,2.953
15.51833,2.881
15.52,2.821
15.52167,2.763
15.52333,2.706
15.525,2.66
15.52667,2.593
15.52833,2.539
15.53,2.487
15.53167,2.437
15.53333,2.402
15.535,2.341
15.53667,2.296
15.53833,2.251
15.54,2.207
15.54167,2.173
15.54333,2.123
15.545,2.083
15.54667,2.045
15.54833,2.005
15.55,1.979
15.55167,1.933
15.55333,1.898
15.555,1.863
15.55667,1.829
15.55833,1.807
15.56,1.763
15.56167,1.733
15.56333,1.703
15.565,1.673
15.56667,1.654
15.56833,1.617
15.57,1.59
15.57167,1.564
15.57333,1.538
15.575,1.521
15.57667,1.492
15.57833,1.469
15.58,1.444
15.58167,1.422
15.58333,1.406
15.585,1.379
15.58667,1.358
15.58833,1.339
15.59,1.319
15.59167,1.303
15.59333,1.281
15.595,1.262
15.59667,1.246
15.59833,1.229
15.6,1.215
15.60167,1.194
15.60333,1.177
15.605,1.161
15.60667,1.146
15.60833,1.133
15.61,1.115
15.61167,1.1
15.61333,1.085
15.615,1.072
15.61667,1.061
15.61833,1.047
15.62,1.035
15.62167,1.022
15.62333,1.01
15.625,0.999
15.62667,0.985
15.62833,0.975
15.63,0.966
15.63167,0.955
15.63333,0.95
15.635,0.937
15.63667,0.927
15.63833,0.917
15.64,0.908
15.64167,0.898
15.64333,0.885
15.645,0.876
15.64667,0.869
15.64833,0.862
15.65,0.854
15.65167,0.845
15.65333,0.836
15.655,0.827
15.65667,0.819
15.65833,0.813
15.66,0.804
15.66167,0.796
15.66333,0.789
15.665,0.784
15.66667,0.778
15.66833,0.771
15.67,0.765
15.67167,0.759
15.67333,0.753
15.675,0.749
15.67667,0.742
15.67833,0.737
15.68,0.732
15.68167,0.728
15.68333,0.724
15.685,0.717
15.68667,0.712
15.68833,0.708
15.69,0.705
15.69167,0.702
15.69333,0.697
15.695,0.692
15.69667,0.686
15.69833,0.68
15.7,0.678
15.70167,0.675
15.70333,0.674
15.705,0.668
15.70667,0.667
15.70833,0.664
15.71,0.658
15.71167,0.656
15.71333,0.654
15.715,0.651
15.71667,0.651
15.71833,0.647
15.72,0.645
15.72167,0.643
15.72333,0.642
15.725,0.64
15.72667,0.635
15.72833,0.632
15.73,0.63
15.73167,0.629
15.73333,0.627
15.735,0.624
15.73667,0.622
15.73833,0.622
15.74,0.621
15.74167,0.619
15.74333,0.619
15.745,0.618
15.74667,0.617
15.74833,0.619
15.75,0.619
15.75167,0.616
15.75333,0.616
15.755,0.615
15.75667,0.617
15.75833,0.618
15.76,0.617
15.76167,0.619
15.76333,0.619
15.765,0.619
15.76667,0.62
15.76833,0.623
15.77,0.623
15.77167,0.624
15.77333,0.626
15.775,0.627
15.77667,0.63
15.77833,0.632
15.78,0.634
15.78167,0.636
15.78333,0.636
15.785,0.637
15.78667,0.639
15.78833,0.643
15.79,0.648
15.79167,0.652
15.79333,0.656
15.795,0.66
15.79667,0.664
15.79833,0.667
15.8,0.67
15.80167,0.675
15.80333,0.68
15.805,0.681
15.80667,0.686
15.80833,0.688
15.81,0.693
15.81167,0.7
15.81333,0.706
15.815,0.71
15.81667,0.713
15.81833,0.719
15.82,0.725
15.82167,0.733
15.82333,0.737
15.825,0.741
15.82667,0.748
15.82833,0.754
15.83,0.761
15.83167,0.768
15.83333,0.774
15.835,0.782
15.83667,0.788
15.83833,0.796
15.84,0.803
15.84167,0.81
15.84333,0.822
15.845,0.83
15.84667,0.837
15.84833,0.846
15.85,0.854
15.85167,0.867
15.85333,0.878
15.855,0.889
15.85667,0.901
15.85833,0.908
15.86,0.92
15.86167,0.931
15.86333,0.942
15.865,0.952
15.86667,0.96
15.86833,0.973
15.87,0.983
15.87167,0.994
15.87333,1.007
15.875,1.015
15.87667,1.031
15.87833,1.043
15.88,1.056
15.88167,1.068
15.88333,1.077
15.885,1.092
15.88667,1.105
15.88833,1.118
15.89,1.133
15.89167,1.144
15.89333,1.163
15.895,1.175
15.89667,1.188
15.89833,1.204
15.9,1.216
15.90167,1.235
15.90333,1.251
15.905,1.267
15.90667,1.281
15.90833,1.292
15.91,1.311
15.91167,1.326
15.91333,1.339
15.915,1.356
15.91667,1.367
15.91833,1.389
15.92,1.406
15.92167,1.424
15.92333,1.442
15.925,1.455
15.92667,1.474
15.92833,1.49
15.93,1.508
15.93167,1.525
15.93333,1.538
15.935,1.56
15.93667,1.577
15.93833,1.596
15.94,1.615
15.94167,1.632
15.94333,1.654
15.945,1.671
15.94667,1.688
15.94833,1.706
15.95,1.72
15.95167,1.743
15.95333,1.763
15.955,1.782
15.95667,1.801
15.95833,1.817
15.96,1.84
15.96167,1.858
15.96333,1.877
15.965,1.896
15.96667,1.91
15.96833,1.933
15.97,1.952
15.97167,1.972
15.97333,1.992
15.975,2.009
15.97667,2.031
15.97833,2.049
15.98,2.069
15.98167,2.088
15.98333,2.105
15.985,2.127
15.98667,2.145
15.98833,2.165
15.99,2.184
15.99167,2.202
15.99333,2.227
15.995,2.248
15.99667,2.268
15.99833,2.289
16,2.304
16.00167,2.328
16.00333,2.346
16.005,2.365
16.00667,2.385
16.00833,2.399
16.01,2.426
16.01167,2.446
16.01333,2.467
16.015,2.49
16.01667,2.506
16.01833,2.533
16.02,2.554
16.02167,2.575
16.02333,2.595
16.025,2.612
16.02667,2.636
16.02833,2.656
16.03,2.678
16.03167,2.698
16.03333,2.712
16.035,2.74
16.03667,2.763
16.03833,2.787
16.04,2.809
16.04167,2.824
16.04333,2.854
16.045,2.878
16.04667,2.9
16.04833,2.924
16.05,2.941
16.05167,2.975
16.05333,2.998
16.055,3.025
16.05667,3.052
16.05833,3.07
16.06,3.103
16.06167,3.131
16.06333,3.158
16.065,3.186
16.06667,3.209
16.06833,3.244
16.07,3.273
16.07167,3.302
16.07333,3.334
16.075,3.36
16.07667,3.397
16.07833,3.432
16.08,3.465
16.08167,3.499
16.08333,3.528
16.085,3.572
16.08667,3.609
16.08833,3.648
16.09,3.688
16.09167,3.716
16.09333,3.771
16.095,3.813
16.09667,3.857
16.09833,3.903
16.1,3.937
16.10167,3.997
16.10333,4.046
16.105,4.099
16.10667,4.151
16.10833,4.189
16.11,4.263
16.11167,4.322
16.11333,4.381
16.115,4.444
16.11667,4.489
16.11833,4.578
16.12,4.647
16.12167,4.718
16.12333,4.791
16.125,4.845
16.12667,4.946
16.12833,5.027
16.13,5.111
16.13167,5.197
16.13333,5.258
16.135,5.379
16.13667,5.478
16.13833,5.578
16.14,5.682
16.14167,5.755
16.14333,5.897
16.145,6.007
16.14667,6.124
16.14833,6.244
16.15,6.331
16.15167,6.497
16.15333,6.629
16.155,6.765
16.15667,6.906
16.15833,7.021
16.16,7.199
16.16167,7.354
16.16333,7.512
16.165,7.675
16.16667,7.794
16.16833,8.019
16.17,8.199
16.17167,8.385
16.17333,8.575
16.175,8.732
16.17667,8.975
16.17833,9.183
16.18,9.398
16.18167,9.62
16.18333,9.802
16.185,10.081
16.18667,10.323
16.18833,10.569
16.19,10.825
16.19167,11.007
16.19333,11.354
16.195,11.631
16.19667,11.913
16.19833,12.202
16.2,12.438
16.20167,12.802
16.20333,13.113
16.205,13.434
16.20667,13.762
16.20833,13.997
16.21,14.443
16.21167,14.795
16.21333,15.154
16.215,15.523
16.21667,15.826
16.21833,16.289
16.22,16.687
16.22167,17.092
16.22333,17.506
16.225,17.844
16.22667,18.361
16.22833,18.802
16.23,19.252
16.23167,19.712
16.23333,20.04
16.235,20.659
16.23667,21.146
16.23833,21.642
16.24,22.15
16.24167,22.563
16.24333,23.191
16.245,23.724
16.24667,24.267
16.24833,24.819
16.25,25.267
16.25167,25.952
16.25333,26.536
16.255,27.128
16.25667,27.732
16.25833,28.221
16.26,28.965
16.26167,29.594
16.26333,30.231
16.265,30.876
16.26667,31.333
16.26833,32.199
16.27,32.874
16.27167,33.56
16.27333,34.252
16.275,34.811
16.27667,35.66
16.27833,36.378
16.28,37.104
16.28167,37.841
16.28333,38.434
16.285,39.332
16.28667,40.09
16.28833,40.855
16.29,41.627
16.29167,42.251
16.29333,43.192
16.295,43.982
16.29667,44.778
16.29833,45.582
16.3,46.15
16.30167,47.21
16.30333,48.033
16.305,48.859
16.30667,49.69
16.30833,50.358
16.31,51.363
16.31167,52.204
16.31333,53.05
16.315,53.899
16.31667,54.579
16.31833,55.608
16.32,56.466
16.32167,57.326
16.32333,58.188
16.325,58.878
16.32667,59.914
16.32833,60.775
16.33,61.638
16.33167,62.501
16.33333,63.104
16.335,64.229
16.33667,65.092
16.33833,65.952
16.34,66.811
16.34167,67.496
16.34333,68.518
16.345,69.362
16.34667,70.206
16.34833,71.046
16.35,71.717
16.35167,72.717
16.35333,73.545
16.355,74.365
16.35667,75.178
16.35833,75.824
16.36,76.783
16.36167,77.576
16.36333,78.36
16.365,79.139
16.36667,79.68
16.36833,80.674
16.37,81.428
16.37167,82.171
16.37333,82.903
16.375,83.479
16.37667,84.332
16.37833,85.031
16.38,85.719
16.38167,86.397
16.38333,86.931
16.385,87.715
16.38667,88.358
16.38833,88.984
16.39,89.597
16.39167,90.018
16.39333,90.78
16.395,91.349
16.39667,91.906
16.39833,92.447
16.4,92.868
16.40167,93.48
16.40333,93.974
16.405,94.454
16.40667,94.915
16.40833,95.273
16.41,95.79
16.41167,96.202
16.41333,96.599
16.415,96.98
16.41667,97.271
16.41833,97.685
16.42,98.011
16.42167,98.316
16.42333,98.605
16.425,98.823
16.42667,99.131
16.42833,99.368
16.43,99.585
16.43167,99.784
16.43333,99.931
16.435,100.13
16.43667,100.273
16.43833,100.397
16.44,100.505
16.44167,100.577
16.44333,100.662
16.445,100.713
16.44667,100.745
16.44833,100.759
16.45,100.757
16.45167,100.732
16.45333,100.69
16.455,100.631
16.45667,100.554
16.45833,100.479
16.46,100.348
16.46167,100.216
16.46333,100.068
16.465,99.903
16.46667,99.777
16.46833,99.519
16.47,99.302
16.47167,99.065
16.47333,98.812
16.475,98.601
16.47667,98.266
16.47833,97.966
16.48,97.652
16.48167,97.322
16.48333,97.048
16.485,96.618
16.48667,96.243
16.48833,95.856
16.49,95.455
16.49167,95.122
16.49333,94.607
16.495,94.164
16.49667,93.708
16.49833,93.24
16.5,92.856
16.50167,92.267
16.50333,91.764
16.505,91.248
16.50667,90.723
16.50833,90.295
16.51,89.637
16.51167,89.076
16.51333,88.506
16.515,87.924
16.51667,87.452
16.51833,86.737
16.52,86.132
16.52167,85.518
16.52333,84.897
16.525,84.458
16.52667,83.633
16.52833,82.988
16.53,82.336
16.53167,81.678
16.53333,81.213
16.535,80.345
16.53667,79.672
16.53833,78.993
16.54,78.311
16.54167,77.762
16.54333,76.931
16.545,76.235
16.54667,75.533
16.54833,74.828
16.55,74.263
16.55167,73.413
16.55333,72.704
16.555,71.991
16.55667,71.277
16.55833,70.775
16.56,69.838
16.56167,69.118
16.56333,68.397
16.565,67.675
16.56667,67.099
16.56833,66.237
16.57,65.518
16.57167,64.802
16.57333,64.083
16.575,63.508
16.57667,62.647
16.57833,61.932
16.58,61.22
16.58167,60.508
16.58333,59.942
16.585,59.097
16.58667,58.396
16.58833,57.695
16.59,56.997
16.59167,56.439
16.59333,55.608
16.595,54.917
16.59667,54.229
16.59833,53.544
16.6,53
16.60167,52.192
16.60333,51.524
16.605,50.859
16.60667,50.2
16.60833,49.674
16.61,48.89
16.61167,48.243
16.61333,47.6
16.615,46.962
16.61667,46.454
16.61833,45.702
16.62,45.082
16.62167,44.468
16.62333,43.858
16.625,43.374
16.62667,42.653
16.62833,42.056
16.63,41.468
16.63167,40.885
16.63333,40.425
16.635,39.74
16.63667,39.175
16.63833,38.616
16.64,38.063
16.64167,37.625
16.64333,36.975
16.645,36.441
16.64667,35.911
16.64833,35.39
16.65,34.978
16.65167,34.365
16.65333,33.863
16.655,33.367
16.65667,32.875
16.65833,32.483
16.66,31.907
16.66167,31.432
16.66333,30.965
16.665,30.503
16.66667,30.183
16.66833,29.597
16.67,29.153
16.67167,28.715
16.67333,28.283
16.675,27.941
16.67667,27.439
16.67833,27.026
16.68,26.618
16.68167,26.215
16.68333,25.898
16.685,25.431
16.68667,25.047
16.68833,24.667
16.69,24.294
16.69167,23.998
16.69333,23.56
16.695,23.202
16.69667,22.852
16.69833,22.507
16.7,22.235
16.70167,21.834
16.70333,21.504
16.705,21.177
